params,mean_fit_time,std_fit_time,mean_test_score,std_test_score
"{'batch_size': 30, 'epochs': 3}",233.23660752773284,1.1948311516014112,0.929405814409256,0.0021327357409935575
"{'batch_size': 3000, 'epochs': 3}",74.3424917936325,0.17885672438902894,0.8892933607101441,0.022860276719915956
