fit_time,predict_time,accuracy,precision,recall,f1
247.62615661382677,12.512545108795166,0.9315417775314117,0.9317467059995865,0.9315403968629116,0.9314394477671966
246.6007611298561,12.60433141708374,0.92775967972407,0.9285878253805752,0.9277012497862154,0.9278040239282824
247.62615661382677,12.512545108795166,0.9315417775314117,0.9317467059995865,0.9315403968629116,0.9314394477671966
246.6007611298561,12.60433141708374,0.92775967972407,0.9285878253805752,0.9277012497862154,0.9278040239282824
246.87318948507308,12.546335997581481,0.9299197051819004,0.9303109614212128,0.9299258413092184,0.9299786423133306
246.6007611298561,12.60433141708374,0.92775967972407,0.9285878253805752,0.9277012497862154,0.9278040239282824
247.62615661382677,12.512545108795166,0.9315417775314117,0.9317467059995865,0.9315403968629116,0.9314394477671966
247.62615661382677,12.512545108795166,0.9315417775314117,0.9317467059995865,0.9315403968629116,0.9314394477671966
246.6007611298561,12.60433141708374,0.92775967972407,0.9285878253805752,0.9277012497862154,0.9278040239282824
247.62615661382677,12.512545108795166,0.9315417775314117,0.9317467059995865,0.9315403968629116,0.9314394477671966
247.62615661382677,12.512545108795166,0.9315417775314117,0.9317467059995865,0.9315403968629116,0.9314394477671966
246.87318948507308,12.546335997581481,0.9299197051819004,0.9303109614212128,0.9299258413092184,0.9299786423133306
246.87318948507308,12.546335997581481,0.9299197051819004,0.9303109614212128,0.9299258413092184,0.9299786423133306
247.62615661382677,12.512545108795166,0.9315417775314117,0.9317467059995865,0.9315403968629116,0.9314394477671966
246.87318948507308,12.546335997581481,0.9299197051819004,0.9303109614212128,0.9299258413092184,0.9299786423133306
246.6007611298561,12.60433141708374,0.92775967972407,0.9285878253805752,0.9277012497862154,0.9278040239282824
246.6007611298561,12.60433141708374,0.92775967972407,0.9285878253805752,0.9277012497862154,0.9278040239282824
247.62615661382677,12.512545108795166,0.9315417775314117,0.9317467059995865,0.9315403968629116,0.9314394477671966
246.6007611298561,12.60433141708374,0.92775967972407,0.9285878253805752,0.9277012497862154,0.9278040239282824
247.62615661382677,12.512545108795166,0.9315417775314117,0.9317467059995865,0.9315403968629116,0.9314394477671966
246.87318948507308,12.546335997581481,0.9299197051819004,0.9303109614212128,0.9299258413092184,0.9299786423133306
247.62615661382677,12.512545108795166,0.9315417775314117,0.9317467059995865,0.9315403968629116,0.9314394477671966
247.62615661382677,12.512545108795166,0.9315417775314117,0.9317467059995865,0.9315403968629116,0.9314394477671966
246.87318948507308,12.546335997581481,0.9299197051819004,0.9303109614212128,0.9299258413092184,0.9299786423133306
246.87318948507308,12.546335997581481,0.9299197051819004,0.9303109614212128,0.9299258413092184,0.9299786423133306
247.62615661382677,12.512545108795166,0.9315417775314117,0.9317467059995865,0.9315403968629116,0.9314394477671966
246.6007611298561,12.60433141708374,0.92775967972407,0.9285878253805752,0.9277012497862154,0.9278040239282824
244.1591694355011,12.479536056518555,0.9276669130327667,0.9284949758829869,0.9276084889373216,0.9277112528030022
244.42890048027039,12.422114849090576,0.9298267225096494,0.9302179396272501,0.9298328580234161,0.9298856537479558
245.17441248893738,12.38865852355957,0.9314486326681448,0.931653540645522,0.9314472521376977,0.931346313135883
